,img,true answer,computer answer,camera answer,computer score,camera score
58,negative/img-03_18--17_52_40-EB9B--036.jpg,0,0,0,0,36
59,negative/img-03_18--17_53_10-EB9B--001.jpg,0,0,0,0,1
60,negative/img-03_18--17_53_40-EB9B--255.jpg,0,0,1,0,255
61,negative/img-03_18--17_53_50-EB9B--002.jpg,0,0,0,0,2
62,negative/img-03_18--17_54_00-EB9B--009.jpg,0,0,0,0,9
63,negative/img-03_18--17_54_09-EB9B--002.jpg,0,0,0,0,2
64,negative/img-03_18--17_54_20-EB9B--001.jpg,0,0,0,0,1
65,negative/img-03_18--17_55_00-EB9B--001.jpg,0,0,0,0,1
66,negative/img-03_18--17_55_09-EB9B--006.jpg,0,0,0,0,6
67,negative/img-03_18--17_55_20-EB9B--006.jpg,0,0,0,0,6
68,negative/img-03_18--17_55_29-EB9B--002.jpg,0,0,0,0,2
69,negative/img-03_18--17_55_39-EB9B--016.jpg,0,0,0,0,16
70,negative/img-03_18--17_55_50-EB9B--045.jpg,0,0,0,0,45
71,negative/img-03_18--17_56_23-EB9B--251.jpg,0,0,1,0,251
72,negative/img-03_18--17_56_50-EB9B--255.jpg,0,0,1,0,255
73,negative/img-03_18--17_57_00-EB9B--006.jpg,0,0,0,0,6
74,negative/img-03_18--17_57_10-EB9B--006.jpg,0,0,0,0,6
75,negative/img-03_18--17_57_20-EB9B--008.jpg,0,0,0,0,8
76,negative/img-03_18--17_57_30-EB9B--005.jpg,0,0,0,0,5
77,negative/img-03_18--17_57_39-EB9B--004.jpg,0,0,0,0,4
78,negative/img-03_18--17_58_12-EB9B--010.jpg,0,0,0,0,10
79,negative/img-03_18--17_58_20-EB9B--007.jpg,0,0,0,0,7
80,negative/img-03_18--17_58_30-EB9B--000.jpg,0,0,0,0,0
81,negative/img-03_18--17_59_00-EB9B--025.jpg,0,0,0,0,25
82,negative/img-03_18--17_59_31-EB9B--001.jpg,0,0,0,0,1
83,negative/img-03_18--17_59_43-EB9B--007.jpg,0,0,0,0,7
84,negative/img-03_18--17_59_52-EB9B--007.jpg,0,0,0,0,7
85,negative/img-03_18--18_00_04-EB9B--000.jpg,0,0,0,0,0
86,negative/img-03_18--18_00_14-EB9B--012.jpg,0,0,0,0,12
87,negative/img-03_18--18_00_22-EB9B--006.jpg,0,0,0,0,6
88,negative/img-03_18--18_00_29-EB9B--009.jpg,0,0,0,0,9
89,negative/img-03_18--18_01_00-EB9B--002.jpg,0,0,0,0,2
90,negative/img-03_18--18_01_20-EB9B--246.jpg,0,0,1,0,246
91,negative/img-03_18--18_01_50-EB9B--208.jpg,0,0,1,0,208
92,negative/img-03_18--18_02_10-EB9B--255.jpg,0,0,1,0,255
93,negative/img-03_18--18_02_20-EB9B--003.jpg,0,0,0,0,3
94,negative/img-03_18--18_02_30-EB9B--006.jpg,0,0,0,0,6
95,negative/img-03_18--18_02_40-EB9B--001.jpg,0,0,0,0,1
96,negative/img-03_18--18_02_50-EB9B--001.jpg,0,0,0,0,1
97,negative/img-03_18--18_03_00-EB9B--001.jpg,0,0,0,0,1
98,negative/img-03_18--18_03_10-EB9B--001.jpg,0,0,0,0,1
99,negative/img-03_18--18_04_00-EB9B--001.jpg,0,0,0,0,1
100,negative/img-03_18--18_04_19-EB9B--097.jpg,0,0,0,0,97
101,negative/img-03_18--18_04_30-EB9B--010.jpg,0,0,0,0,10
102,negative/img-03_18--18_04_39-EB9B--002.jpg,0,0,0,0,2
103,negative/img-03_18--18_04_52-EB9B--008.jpg,0,0,0,0,8
104,negative/img-03_18--18_05_00-EB9B--010.jpg,0,0,0,0,10
105,negative/img-03_18--18_05_10-EB9B--009.jpg,0,0,0,0,9
106,negative/img-03_18--18_05_20-EB9B--000.jpg,0,0,0,0,0
107,negative/img-03_18--18_05_29-EB9B--004.jpg,0,0,0,0,4
108,negative/img-03_18--18_05_40-EB9B--001.jpg,0,0,0,0,1
109,negative/img-03_18--18_06_40-EB9B--255.jpg,0,0,1,0,255
110,negative/img-03_18--18_06_49-EB9B--001.jpg,0,0,0,0,1
111,negative/img-03_18--18_06_59-EB9B--004.jpg,0,0,0,0,4
112,negative/img-03_18--18_07_10-EB9B--001.jpg,0,0,0,0,1
113,negative/img-03_18--18_07_20-EB9B--002.jpg,0,0,0,0,2
114,negative/img-03_18--18_07_29-EB9B--004.jpg,0,0,0,0,4
115,negative/img-03_18--18_07_39-EB9B--173.jpg,0,0,1,0,173
116,negative/img-03_18--18_08_39-EB9B--005.jpg,0,0,0,0,5
117,negative/img-03_18--18_08_49-EB9B--002.jpg,0,0,0,0,2
118,negative/img-03_18--18_09_00-EB9B--001.jpg,0,0,0,0,1
119,negative/img-03_18--18_09_12-EB9B--001.jpg,0,0,0,0,1
120,negative/img-03_18--18_09_40-EB9B--214.jpg,0,0,1,0,214
121,negative/img-03_18--18_10_10-EB9B--144.jpg,0,0,1,0,144
122,negative/img-03_18--18_10_20-EB9B--017.jpg,0,0,0,0,17
123,negative/img-03_18--18_10_30-EB9B--000.jpg,0,0,0,0,0
124,negative/img-03_18--18_10_40-EB9B--001.jpg,0,0,0,0,1
125,negative/img-03_18--18_10_49-EB9B--004.jpg,0,0,0,0,4
126,negative/img-03_18--18_11_02-EB9B--001.jpg,0,0,0,0,1
127,negative/img-03_18--18_11_40-EB9B--001.jpg,0,0,0,0,1
128,negative/img-03_18--18_11_50-EB9B--002.jpg,0,0,0,0,2
129,negative/img-03_18--18_12_00-EB9B--010.jpg,0,0,0,0,10
130,negative/img-03_18--18_12_10-EB9B--001.jpg,0,0,0,0,1
131,negative/img-03_18--18_12_40-EB9B--112.jpg,0,0,0,0,112
132,negative/img-03_18--18_12_50-EB9B--004.jpg,0,0,0,0,4
133,negative/img-03_18--18_12_59-EB9B--007.jpg,0,0,0,0,7
134,negative/img-03_18--18_13_09-EB9B--005.jpg,0,0,0,0,5
135,negative/img-03_18--18_13_20-EB9B--005.jpg,0,0,0,0,5
136,negative/img-03_18--18_13_30-EB9B--003.jpg,0,0,0,0,3
137,negative/img-03_18--18_13_43-EB9B--007.jpg,0,0,0,0,7
138,negative/img-03_18--18_13_51-EB9B--004.jpg,0,0,0,0,4
139,negative/img-03_18--18_14_02-EB9B--005.jpg,0,0,0,0,5
140,negative/img-03_18--18_14_10-EB9B--004.jpg,0,0,0,0,4
141,negative/img-03_18--18_14_20-EB9B--004.jpg,0,0,0,0,4
142,negative/img-03_18--18_14_30-EB9B--001.jpg,0,0,0,0,1
143,negative/img-03_18--18_14_40-EB9B--002.jpg,0,0,0,0,2
144,negative/img-03_18--18_14_50-EB9B--004.jpg,0,0,0,0,4
145,negative/img-03_18--18_15_10-EB9B--000.jpg,0,0,0,0,0
146,negative/img-03_18--18_15_39-EB9B--202.jpg,0,0,1,0,202
147,negative/img-03_18--18_15_50-EB9B--003.jpg,0,0,0,0,3
148,negative/img-03_18--18_16_00-EB9B--006.jpg,0,0,0,0,6
149,negative/img-03_18--18_16_11-EB9B--002.jpg,0,0,0,0,2
150,negative/img-03_18--18_16_19-EB9B--005.jpg,0,0,0,0,5
151,negative/img-03_18--18_16_29-EB9B--010.jpg,0,0,0,0,10
152,negative/img-03_18--18_16_40-EB9B--001.jpg,0,0,0,0,1
153,negative/img-03_18--18_17_20-EB9B--002.jpg,0,0,0,0,2
154,negative/img-03_18--18_17_30-EB9B--003.jpg,0,0,0,0,3
155,negative/img-03_18--18_17_40-EB9B--000.jpg,0,0,0,0,0
156,negative/img-03_18--18_17_51-EB9B--001.jpg,0,0,0,0,1
157,negative/img-03_18--18_18_00-EB9B--006.jpg,0,0,0,0,6
158,negative/img-03_18--18_18_10-EB9B--003.jpg,0,0,0,0,3
159,negative/img-03_18--18_18_50-EB9B--003.jpg,0,0,0,0,3
160,negative/img-03_18--18_19_05-EB9B--004.jpg,0,0,0,0,4
161,negative/img-03_18--18_19_12-EB9B--003.jpg,0,0,0,0,3
162,negative/img-03_18--18_19_20-EB9B--014.jpg,0,0,0,0,14
163,negative/img-03_18--18_20_19-EB9B--252.jpg,0,0,1,0,252
164,negative/img-03_18--18_20_30-EB9B--001.jpg,0,0,0,0,1
165,negative/img-03_18--18_20_39-EB9B--003.jpg,0,0,0,0,3
166,negative/img-03_18--18_20_50-EB9B--003.jpg,0,0,0,0,3
167,negative/img-03_18--18_21_00-EB9B--003.jpg,0,0,0,0,3
168,negative/img-03_18--18_21_10-EB9B--008.jpg,0,0,0,0,8
169,negative/img-03_18--18_21_19-EB9B--002.jpg,0,0,0,0,2
170,negative/img-03_18--18_21_30-EB9B--003.jpg,0,0,0,0,3
171,negative/img-03_18--18_21_40-EB9B--005.jpg,0,0,0,0,5
172,negative/img-03_18--18_21_50-EB9B--013.jpg,0,0,0,0,13
173,negative/img-03_18--18_22_00-EB9B--005.jpg,0,0,0,0,5
174,negative/img-03_18--18_22_10-EB9B--008.jpg,0,0,0,0,8
175,negative/img-03_18--18_22_20-EB9B--013.jpg,0,0,0,0,13
176,negative/img-03_18--18_22_29-EB9B--020.jpg,0,0,0,0,20
177,negative/img-03_18--18_22_39-EB9B--009.jpg,0,0,0,0,9
178,negative/img-03_18--18_23_11-EB9B--009.jpg,0,0,0,0,9
179,negative/img-03_18--18_23_21-EB9B--006.jpg,0,0,0,0,6
180,negative/img-03_18--18_23_30-EB9B--001.jpg,0,0,0,0,1
181,negative/img-03_18--18_23_40-EB9B--006.jpg,0,0,0,0,6
182,negative/img-03_18--18_23_50-EB9B--015.jpg,0,0,0,0,15
183,negative/img-03_18--18_24_00-EB9B--027.jpg,0,0,0,0,27
184,negative/img-03_18--18_24_10-EB9B--083.jpg,0,0,0,0,83
185,negative/img-03_18--18_24_41-EB9B--247.jpg,0,0,1,0,247
186,negative/img-03_18--18_24_50-EB9B--039.jpg,0,0,0,0,39
187,negative/img-03_18--18_25_00-EB9B--002.jpg,0,0,0,0,2
188,negative/img-03_18--18_25_10-EB9B--011.jpg,0,0,0,0,11
189,negative/img-03_18--18_25_20-EB9B--013.jpg,0,0,0,0,13
190,negative/img-03_18--18_25_30-EB9B--001.jpg,0,0,0,0,1
191,negative/img-03_18--18_26_10-EB9B--003.jpg,0,0,0,0,3
192,negative/img-03_18--18_26_20-EB9B--009.jpg,0,0,0,0,9
193,negative/img-03_18--18_26_30-EB9B--006.jpg,0,0,0,0,6
194,negative/img-03_18--18_26_40-EB9B--000.jpg,0,0,0,0,0
195,negative/img-03_18--18_26_49-EB9B--000.jpg,0,0,0,0,0
196,negative/img-03_18--18_27_30-EB9B--250.jpg,0,0,1,0,250
197,negative/img-03_18--18_27_59-EB9B--001.jpg,0,0,0,0,1
198,negative/img-03_18--18_28_30-EB9B--002.jpg,0,0,0,0,2
199,negative/img-03_18--18_28_40-EB9B--000.jpg,0,0,0,0,0
200,negative/img-03_18--18_28_49-EB9B--000.jpg,0,0,0,0,0
201,negative/img-03_18--18_29_00-EB9B--002.jpg,0,0,0,0,2
202,negative/img-03_18--18_29_09-EB9B--009.jpg,0,0,0,0,9
203,negative/img-03_18--18_29_20-EB9B--000.jpg,0,0,0,0,0
204,negative/img-03_18--18_29_50-EB9B--107.jpg,0,0,0,0,107
205,negative/img-03_18--18_30_20-EB9B--001.jpg,0,0,0,0,1
206,negative/img-03_18--18_30_29-EB9B--001.jpg,0,0,0,0,1
207,negative/img-03_18--18_30_40-EB9B--255.jpg,0,0,1,0,255
208,negative/img-03_18--18_31_11-EB9B--000.jpg,0,0,0,0,0
209,negative/img-03_18--18_31_20-EB9B--001.jpg,0,0,0,0,1
210,negative/img-03_18--18_31_30-EB9B--001.jpg,0,0,0,0,1
211,negative/img-03_18--18_31_40-EB9B--001.jpg,0,0,0,0,1
212,negative/img-03_18--18_32_09-EB9B--255.jpg,0,0,1,0,255
213,negative/img-03_18--18_32_40-EB9B--247.jpg,0,0,1,0,247
214,negative/img-03_18--18_33_01-EB9B--240.jpg,0,0,1,0,240
215,negative/img-03_18--18_33_10-EB9B--006.jpg,0,0,0,0,6
216,negative/img-03_18--18_33_20-EB9B--003.jpg,0,0,0,0,3
217,negative/img-03_18--18_33_30-EB9B--003.jpg,0,0,0,0,3
218,negative/img-03_18--18_33_40-EB9B--015.jpg,0,0,0,0,15
219,negative/img-03_18--18_34_10-EB9B--001.jpg,0,0,0,0,1
220,negative/img-03_18--18_34_20-EB9B--001.jpg,0,0,0,0,1
221,negative/img-03_18--18_34_32-EB9B--003.jpg,0,0,0,0,3
222,negative/img-03_18--18_34_40-EB9B--004.jpg,0,0,0,0,4
223,negative/img-03_18--18_34_49-EB9B--002.jpg,0,0,0,0,2
224,negative/img-03_18--18_35_03-EB9B--000.jpg,0,0,0,0,0
225,negative/img-03_18--18_35_12-EB9B--005.jpg,0,0,0,0,5
226,negative/img-03_18--18_35_24-EB9B--003.jpg,0,0,0,0,3
227,negative/img-03_18--18_35_35-EB9B--001.jpg,0,0,0,0,1
228,negative/img-03_18--18_35_42-EB9B--003.jpg,0,0,0,0,3
229,negative/img-03_18--18_35_50-EB9B--002.jpg,0,0,0,0,2
230,negative/img-03_18--18_36_00-EB9B--005.jpg,0,0,0,0,5
231,negative/img-03_18--18_36_18-EB9B--000.jpg,0,0,0,0,0
232,negative/img-03_18--18_36_25-EB9B--001.jpg,0,0,0,0,1
233,negative/img-03_18--18_36_33-EB9B--002.jpg,0,0,0,0,2
234,negative/img-03_18--18_36_41-EB9B--009.jpg,0,0,0,0,9
235,negative/img-03_18--18_36_51-EB9B--006.jpg,0,0,0,0,6
236,negative/img-03_18--18_37_06-EB9B--000.jpg,0,0,0,0,0
237,negative/img-03_18--18_37_14-EB9B--004.jpg,0,0,0,0,4
238,negative/img-03_18--18_37_22-EB9B--001.jpg,0,0,0,0,1
239,negative/img-03_18--18_37_30-EB9B--001.jpg,0,0,0,0,1
240,negative/img-03_18--18_37_40-EB9B--002.jpg,0,0,0,0,2
241,negative/img-03_18--18_37_50-EB9B--007.jpg,0,0,0,0,7
242,negative/img-03_18--18_37_59-EB9B--006.jpg,0,0,0,0,6
243,negative/img-03_18--18_38_29-EB9B--097.jpg,0,0,0,0,97
244,negative/img-03_18--18_38_41-EB9B--011.jpg,0,0,0,0,11
245,negative/img-03_18--18_38_50-EB9B--001.jpg,0,0,0,0,1
246,negative/img-03_18--18_39_00-EB9B--004.jpg,0,0,0,0,4
247,negative/img-03_18--18_39_12-EB9B--168.jpg,0,0,1,0,168
248,negative/img-03_18--18_39_40-EB9B--001.jpg,0,0,0,0,1
249,negative/img-03_18--18_39_49-EB9B--002.jpg,0,0,0,0,2
250,negative/img-03_18--18_39_59-EB9B--002.jpg,0,0,0,0,2
251,negative/img-03_18--18_40_09-EB9B--002.jpg,0,0,0,0,2
252,negative/img-03_18--18_40_20-EB9B--002.jpg,0,0,0,0,2
253,negative/img-03_18--18_40_30-EB9B--007.jpg,0,0,0,0,7
254,negative/img-03_18--18_40_40-EB9B--004.jpg,0,0,0,0,4
255,negative/img-03_18--18_40_50-EB9B--252.jpg,0,0,1,0,252
256,negative/img-03_18--18_41_19-EB9B--001.jpg,0,0,0,0,1
257,negative/img-03_18--18_41_30-EB9B--004.jpg,0,0,0,0,4
258,negative/img-03_18--18_41_39-EB9B--006.jpg,0,0,0,0,6
259,negative/img-03_18--18_41_49-EB9B--000.jpg,0,0,0,0,0
260,negative/img-03_18--18_42_03-EB9B--000.jpg,0,0,0,0,0
261,negative/img-03_18--18_42_14-EB9B--003.jpg,0,0,0,0,3
262,negative/img-03_18--18_42_21-EB9B--011.jpg,0,0,0,0,11
263,negative/img-03_18--18_42_30-EB9B--003.jpg,0,0,0,0,3
264,negative/img-03_18--18_42_39-EB9B--004.jpg,0,0,0,0,4
265,negative/img-03_18--18_42_49-EB9B--007.jpg,0,0,0,0,7
266,negative/img-03_18--18_43_01-EB9B--000.jpg,0,0,0,0,0
267,negative/img-03_18--18_43_12-EB9B--000.jpg,0,0,0,0,0
268,negative/img-03_18--18_43_20-EB9B--009.jpg,0,0,0,0,9
269,negative/img-03_18--18_43_29-EB9B--002.jpg,0,0,0,0,2
270,negative/img-03_18--18_44_13-EB9B--002.jpg,0,0,0,0,2
271,negative/img-03_18--18_44_20-EB9B--008.jpg,0,0,0,0,8
272,negative/img-03_18--18_44_29-EB9B--002.jpg,0,0,0,0,2
273,negative/img-03_18--18_44_39-EB9B--006.jpg,0,0,0,0,6
274,negative/img-03_18--18_44_52-EB9B--005.jpg,0,0,0,0,5
275,negative/img-03_18--18_45_00-EB9B--004.jpg,0,0,0,0,4
276,negative/img-03_18--18_45_12-EB9B--003.jpg,0,0,0,0,3
277,negative/img-03_18--18_45_19-EB9B--013.jpg,0,0,0,0,13
278,negative/img-03_18--18_45_29-EB9B--006.jpg,0,0,0,0,6
279,negative/img-03_18--18_45_45-EB9B--000.jpg,0,0,0,0,0
280,negative/img-03_18--18_45_51-EB9B--007.jpg,0,0,0,0,7
281,negative/img-03_18--18_46_00-EB9B--002.jpg,0,0,0,0,2
282,negative/img-03_18--18_46_10-EB9B--008.jpg,0,0,0,0,8
283,negative/img-03_18--18_46_20-EB9B--000.jpg,0,0,0,0,0
284,negative/img-03_18--18_46_50-EB9B--005.jpg,0,0,0,0,5
285,negative/img-03_18--18_46_59-EB9B--004.jpg,0,0,0,0,4
286,negative/img-03_18--18_47_09-EB9B--000.jpg,0,0,0,0,0
287,negative/img-03_18--18_47_20-EB9B--000.jpg,0,0,0,0,0
288,negative/img-03_18--18_47_30-EB9B--007.jpg,0,0,0,0,7
289,negative/img-03_18--18_47_40-EB9B--005.jpg,0,0,0,0,5
290,negative/img-03_18--18_47_52-EB9B--025.jpg,0,0,0,0,25
291,negative/img-03_18--18_48_01-EB9B--003.jpg,0,0,0,0,3
292,negative/img-03_18--18_48_10-EB9B--000.jpg,0,0,0,0,0
293,negative/img-03_18--18_48_19-EB9B--032.jpg,0,0,0,0,32
294,negative/img-03_18--18_48_29-EB9B--001.jpg,0,0,0,0,1
295,negative/img-03_18--18_48_39-EB9B--004.jpg,0,0,0,0,4
296,negative/img-03_18--18_48_50-EB9B--005.jpg,0,0,0,0,5
297,negative/img-03_18--18_49_00-EB9B--004.jpg,0,0,0,0,4
298,negative/img-03_18--18_49_10-EB9B--013.jpg,0,0,0,0,13
299,negative/img-03_18--18_49_19-EB9B--007.jpg,0,0,0,0,7
300,negative/img-03_18--18_49_51-EB9B--232.jpg,0,0,1,0,232
301,negative/img-03_18--18_50_03-EB9B--002.jpg,0,0,0,0,2
302,negative/img-03_18--18_50_10-EB9B--002.jpg,0,0,0,0,2
303,negative/img-03_18--18_50_20-EB9B--005.jpg,0,0,0,0,5
304,negative/img-03_18--18_50_30-EB9B--002.jpg,0,0,0,0,2
305,negative/img-03_18--18_50_40-EB9B--001.jpg,0,0,0,0,1
306,negative/img-03_18--18_50_50-EB9B--000.jpg,0,0,0,0,0
307,negative/img-03_18--18_51_21-EB9B--012.jpg,0,0,0,0,12
308,negative/img-03_18--18_51_30-EB9B--003.jpg,0,0,0,0,3
309,negative/img-03_18--18_51_39-EB9B--000.jpg,0,0,0,0,0
310,negative/img-03_18--18_51_49-EB9B--005.jpg,0,0,0,0,5
311,negative/img-03_18--18_52_00-EB9B--003.jpg,0,0,0,0,3
312,negative/img-03_18--18_52_10-EB9B--001.jpg,0,0,0,0,1
313,negative/img-03_18--18_52_19-EB9B--004.jpg,0,0,0,0,4
314,negative/img-03_18--18_52_50-EB9B--198.jpg,0,0,1,0,198
315,negative/img-03_18--18_53_21-EB9B--222.jpg,0,0,1,0,222
316,negative/img-03_18--18_53_32-EB9B--001.jpg,0,0,0,0,1
317,negative/img-03_18--18_53_40-EB9B--002.jpg,0,0,0,0,2
318,negative/img-03_18--18_53_49-EB9B--001.jpg,0,0,0,0,1
319,negative/img-03_18--18_53_59-EB9B--002.jpg,0,0,0,0,2
320,negative/img-03_18--18_54_09-EB9B--003.jpg,0,0,0,0,3
321,negative/img-03_18--18_54_20-EB9B--002.jpg,0,0,0,0,2
322,negative/img-03_18--18_54_50-EB9B--253.jpg,0,0,1,0,253
323,negative/img-03_18--18_55_00-EB9B--008.jpg,0,0,0,0,8
324,negative/img-03_18--18_55_10-EB9B--000.jpg,0,0,0,0,0
325,negative/img-03_18--18_55_21-EB9B--017.jpg,0,0,0,0,17
326,negative/img-03_18--18_55_30-EB9B--005.jpg,0,0,0,0,5
327,negative/img-03_18--18_55_40-EB9B--004.jpg,0,0,0,0,4
328,negative/img-03_18--18_55_50-EB9B--000.jpg,0,0,0,0,0
329,negative/img-03_18--18_56_43-EB9B--255.jpg,0,0,1,0,255
330,negative/img-03_18--18_56_51-EB9B--001.jpg,0,0,0,0,1
331,negative/img-03_18--18_57_00-EB9B--002.jpg,0,0,0,0,2
332,negative/img-03_18--18_57_09-EB9B--009.jpg,0,0,0,0,9
333,negative/img-03_18--18_57_22-EB9B--002.jpg,0,0,0,0,2
334,negative/img-03_18--18_57_30-EB9B--001.jpg,0,0,0,0,1
335,negative/img-03_18--18_57_40-EB9B--003.jpg,0,0,0,0,3
336,negative/img-03_18--18_57_50-EB9B--002.jpg,0,0,0,0,2
337,negative/img-03_18--18_58_00-EB9B--007.jpg,0,0,0,0,7
338,negative/img-03_18--18_58_40-EB9B--010.jpg,0,0,0,0,10
339,negative/img-03_18--18_58_50-EB9B--009.jpg,0,0,0,0,9
340,negative/img-03_18--18_59_00-EB9B--005.jpg,0,0,0,0,5
341,negative/img-03_18--18_59_12-EB9B--012.jpg,0,0,0,0,12
342,negative/img-03_18--18_59_22-EB9B--014.jpg,0,0,0,0,14
343,negative/img-03_18--18_59_30-EB9B--004.jpg,0,0,0,0,4
344,negative/img-03_18--18_59_43-EB9B--014.jpg,0,0,0,0,14
345,negative/img-03_18--18_59_53-EB9B--002.jpg,0,0,0,0,2
346,negative/img-03_18--19_00_01-EB9B--005.jpg,0,0,0,0,5
347,negative/img-03_18--19_00_10-EB9B--000.jpg,0,0,0,0,0
348,negative/img-03_18--19_00_20-EB9B--003.jpg,0,0,0,0,3
349,negative/img-03_18--19_00_29-EB9B--010.jpg,0,0,0,0,10
350,negative/img-03_18--19_00_39-EB9B--009.jpg,0,0,0,0,9
351,negative/img-03_18--19_01_20-EB9B--001.jpg,0,0,0,0,1
352,negative/img-03_18--19_01_30-EB9B--003.jpg,0,0,0,0,3
353,negative/img-03_18--19_01_40-EB9B--000.jpg,0,0,0,0,0
354,negative/img-03_18--19_01_50-EB9B--000.jpg,0,0,0,0,0
355,negative/img-03_18--19_02_03-EB9B--002.jpg,0,0,0,0,2
356,negative/img-03_18--19_02_11-EB9B--001.jpg,0,0,0,0,1
357,negative/img-03_18--19_02_19-EB9B--005.jpg,0,0,0,0,5
358,negative/img-03_18--19_02_29-EB9B--006.jpg,0,0,0,0,6
359,negative/img-03_18--19_02_40-EB9B--007.jpg,0,0,0,0,7
360,negative/img-03_18--19_02_50-EB9B--001.jpg,0,0,0,0,1
361,negative/img-03_18--19_02_59-EB9B--014.jpg,0,0,0,0,14
362,negative/img-03_18--19_03_10-EB9B--003.jpg,0,0,0,0,3
363,negative/img-03_18--19_03_20-EB9B--019.jpg,0,0,0,0,19
364,negative/img-03_18--19_03_30-EB9B--255.jpg,0,0,1,0,255
365,negative/img-03_18--19_04_01-EB9B--159.jpg,0,0,1,0,159
366,negative/img-03_18--19_04_10-EB9B--005.jpg,0,0,0,0,5
